query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	.	..	...	....	.....
ERR10439742.1007613	21682	7055	8220	+	OX578059.1	142895829	142821560	142822727	129	1167	0	tp:A:P	cm:i:16	s1:i:129	s2:i:129	dv:f:0.0431
ERR10439742.1007613	21682	1362	1896	+	OX578059.1	142895829	142822193	142822727	96	534	0	tp:A:P	cm:i:11	s1:i:96	s2:i:96	dv:f:0.0205
ERR10439742.1007613	21682	1146	2739	+	OX578059.1	142895829	142821344	142822938	94	1594	9	tp:A:P	cm:i:11	s1:i:94	s2:i:52	dv:f:0.0687
ERR10439742.1007613	21682	60	1377	-	OX578060.1	91870870	27944	29263	70	1319	0	tp:A:P	cm:i:5	s1:i:69	s2:i:67	dv:f:0.1085
ERR10439742.1007613	21682	20844	21578	+	OX578059.1	142895829	142822061	142822585	81	734	0	tp:A:P	cm:i:10	s1:i:52	s2:i:48	dv:f:0.0173
ERR10439742.1007792	7336	13	1454	-	OX578059.1	142895829	142847821	142849262	214	1441	0	tp:A:P	cm:i:22	s1:i:214	s2:i:214	dv:f:0.0030
ERR10439742.1007887	12118	152	1856	-	OX578059.1	142895829	32043	33746	111	1704	1	tp:A:P	cm:i:8	s1:i:111	s2:i:105	dv:f:0.0366
ERR10439742.1007887	12118	4586	6499	-	OX578059.1	142895829	76142	78056	60	1914	3	tp:A:P	cm:i:4	s1:i:60	s2:i:45	dv:f:0.0452
ERR10439742.1007890	13060	9	13055	-	OX578059.1	142895829	142854962	142868008	8283	13046	53	tp:A:P	cm:i:1481	s1:i:8283	s2:i:6239	dv:f:0.0000
ERR10439742.1007902	18983	431	18159	-	OX578059.1	142895829	19385	36700	621	17738	0	tp:A:P	cm:i:44	s1:i:560	s2:i:479	dv:f:0.0487
ERR10439742.1007913	10553	9875	10445	+	OX578061.1	39856278	39770663	39771231	516	574	0	tp:A:P	cm:i:76	s1:i:515	s2:i:515	dv:f:0.0188
ERR10439742.1008035	10184	3	10184	-	OX578061.1	39856278	39778881	39789061	8366	10183	60	tp:A:P	cm:i:1487	s1:i:8364	s2:i:4777	dv:f:0.0001
ERR10439742.1009075	17565	1529	17198	+	OX578059.1	142895829	11580	27038	844	15670	5	tp:A:P	cm:i:67	s1:i:815	s2:i:508	dv:f:0.0126
ERR10439742.1009075	17565	222	490	+	OX578059.1	142895829	3099	3367	53	268	0	tp:A:P	cm:i:5	s1:i:53	s2:i:53	dv:f:0.0222
ERR10439742.1009262	5272	2	5272	-	OX578061.1	39856278	39759421	39764691	4711	5270	0	tp:A:P	cm:i:829	s1:i:4711	s2:i:4711	dv:f:0.0001
ERR10439742.1009333	6727	7	6560	-	OX578059.1	142895829	14706	21893	431	7187	2	tp:A:P	cm:i:35	s1:i:351	s2:i:282	dv:f:0.0037
ERR10439742.1009480	10101	9465	9563	-	OX578062.1	39551669	39536503	39536601	43	98	0	tp:A:P	cm:i:4	s1:i:43	s2:i:43	dv:f:0.0267
ERR10439742.1009512	13104	8473	11020	-	OX578059.1	142895829	40694	43241	105	2547	0	tp:A:P	cm:i:7	s1:i:105	s2:i:76	dv:f:0.0353
ERR10439742.1009543	8419	415	8084	-	OX578059.1	142895829	142867377	142873478	6055	7669	0	tp:A:P	cm:i:1104	s1:i:5861	s2:i:5844	dv:f:0.0040
ERR10439742.1009567	9527	130	9190	-	OX578059.1	142895829	142792273	142801344	298	9282	0	tp:A:P	cm:i:24	s1:i:238	s2:i:213	dv:f:0.0335
ERR10439742.1009818	13363	6424	13358	-	OX578062.1	39551669	39507997	39514203	505	7166	6	tp:A:P	cm:i:58	s1:i:342	s2:i:259	dv:f:0.0626
ERR10439742.1009916	9261	385	2855	-	OX578061.1	39856278	6443	8838	142	2470	31	tp:A:P	cm:i:14	s1:i:129	s2:i:91	dv:f:0.0516
ERR10439742.1009977	12447	282	8623	+	OX578059.1	142895829	88074	95994	345	8343	0	tp:A:P	cm:i:29	s1:i:290	s2:i:266	dv:f:0.0259
ERR10439742.1010190	6870	77	1874	-	OX578059.1	142895829	142822565	142824362	939	1797	0	tp:A:P	cm:i:146	s1:i:939	s2:i:939	dv:f:0.0014
ERR10439742.1010602	6863	638	6350	-	OX578059.1	142895829	89662	95165	115	5713	0	tp:A:P	cm:i:12	s1:i:86	s2:i:81	dv:f:0.0756
ERR10439742.1010886	9508	324	6466	+	OX578061.1	39856278	39837871	39843915	559	6488	4	tp:A:P	cm:i:64	s1:i:434	s2:i:382	dv:f:0.0513
ERR10439742.1010886	9508	5929	8836	+	OX578061.1	39856278	39852229	39854718	453	3078	3	tp:A:P	cm:i:49	s1:i:338	s2:i:308	dv:f:0.0411
ERR10439742.1010886	9508	7707	9490	-	OX578061.1	39856278	39853312	39854718	303	1922	13	tp:A:P	cm:i:31	s1:i:203	s2:i:121	dv:f:0.0612
ERR10439742.1010886	9508	189	450	-	OX578060.1	91870870	56226	56447	67	261	5	tp:A:P	cm:i:8	s1:i:60	s2:i:0	dv:f:0.0410
ERR10439742.1010939	6257	2368	6250	+	OX578060.1	91870870	91792178	91796057	3694	3884	11	tp:A:P	cm:i:650	s1:i:3694	s2:i:3506	dv:f:0.0018
ERR10439742.1011062	5301	4	5301	+	OX578060.1	91870870	91792335	91797632	5167	5298	14	tp:A:P	cm:i:930	s1:i:5167	s2:i:4942	dv:f:0.0011
ERR10439742.1011256	9337	0	9331	-	OX578062.1	39551669	39467499	39476830	8941	9331	10	tp:A:P	cm:i:1591	s1:i:8941	s2:i:8659	dv:f:0.0000
ERR10439742.1011358	17092	1	17088	-	OX578060.1	91870870	91783661	91800733	15459	17090	21	tp:A:P	cm:i:2711	s1:i:15455	s2:i:14424	dv:f:0.0005
ERR10439742.1011472	13524	8	13515	+	OX578063.1	29784559	60262	73090	8291	13507	60	tp:A:P	cm:i:1048	s1:i:8104	s2:i:2923	dv:f:0.0302
ERR10439742.1011504	14131	9	14125	-	OX578063.1	29784559	29726314	29740403	13717	14149	60	tp:A:P	cm:i:2514	s1:i:13697	s2:i:106	dv:f:0.0018
ERR10439742.1011812	8315	0	5888	-	OX578062.1	39551669	39501484	39507390	5187	5906	60	tp:A:P	cm:i:906	s1:i:5183	s2:i:3219	dv:f:0.0001
ERR10439742.1011849	15839	282	10217	+	OX578063.1	29784559	29775441	29784537	436	9939	0	tp:A:P	cm:i:41	s1:i:322	s2:i:282	dv:f:0.0489
ERR10439742.1011849	15839	8298	11483	+	OX578063.1	29784559	29775863	29779049	151	3186	6	tp:A:P	cm:i:14	s1:i:151	s2:i:52	dv:f:0.0428
ERR10439742.1011849	15839	14205	14859	+	OX578063.1	29784559	29779450	29780104	52	654	0	tp:A:P	cm:i:5	s1:i:52	s2:i:52	dv:f:0.0222
ERR10439742.1011849	15839	15189	15813	+	OX578060.1	91870870	91870201	91870826	50	625	0	tp:A:P	cm:i:5	s1:i:50	s2:i:50	dv:f:0.0308
ERR10439742.1011849	15839	13749	14226	-	OX578059.1	142895829	90452	90929	46	477	0	tp:A:P	cm:i:4	s1:i:46	s2:i:0	dv:f:0.0987
ERR10439742.1012405	10215	9145	9884	+	OX578059.1	142895829	142821982	142822716	85	739	0	tp:A:P	cm:i:9	s1:i:83	s2:i:83	dv:f:0.0683
ERR10439742.1012405	10215	5849	9160	-	OX578059.1	142895829	46430	49724	75	3311	0	tp:A:P	cm:i:5	s1:i:71	s2:i:61	dv:f:0.1734
ERR10439742.1012405	10215	1139	1396	+	OX578059.1	142895829	142822471	142822727	68	257	0	tp:A:P	cm:i:8	s1:i:68	s2:i:68	dv:f:0.0267
ERR10439742.1012405	10215	3267	3382	+	OX578059.1	142895829	142822471	142822585	48	115	0	tp:A:P	cm:i:5	s1:i:48	s2:i:48	dv:f:0.0308
ERR10439742.1012633	6501	9	6496	-	OX578062.1	39551669	39457125	39463596	4212	6488	60	tp:A:P	cm:i:706	s1:i:4211	s2:i:2244	dv:f:0.0026
ERR10439742.1012783	15790	83	879	+	OX578059.1	142895829	142822061	142822858	83	797	0	tp:A:P	cm:i:9	s1:i:83	s2:i:83	dv:f:0.0518
ERR10439742.1012783	15790	15262	15729	+	OX578059.1	142895829	142822471	142822938	76	467	0	tp:A:P	cm:i:9	s1:i:76	s2:i:76	dv:f:0.0190
ERR10439742.1012849	17584	7695	9922	-	OX578063.1	29784559	24891	27008	106	2228	15	tp:A:P	cm:i:10	s1:i:90	s2:i:73	dv:f:0.0593
ERR10439742.1012849	17584	15705	17232	-	OX578063.1	29784559	29733	31260	83	1529	7	tp:A:P	cm:i:9	s1:i:82	s2:i:74	dv:f:0.0578
ERR10439742.1012849	17584	8076	11210	+	OX578062.1	39551669	39521298	39524535	90	3245	2	tp:A:P	cm:i:6	s1:i:63	s2:i:60	dv:f:0.0997
ERR10439742.1012860	10483	829	10345	+	OX578060.1	91870870	75	9599	519	9527	1	tp:A:P	cm:i:61	s1:i:518	s2:i:453	dv:f:0.0385
ERR10439742.1012860	10483	186	1275	+	OX578060.1	91870870	7681	8770	68	1089	0	tp:A:P	cm:i:7	s1:i:68	s2:i:68	dv:f:0.0574
ERR10439742.1013302	6619	801	5670	-	OX578060.1	91870870	6625	11288	165	4872	0	tp:A:P	cm:i:11	s1:i:137	s2:i:135	dv:f:0.0626
ERR10439742.1013400	6694	203	1080	-	OX578059.1	142895829	142822061	142822938	86	877	0	tp:A:P	cm:i:12	s1:i:86	s2:i:86	dv:f:0.0526
ERR10439742.1013775	7264	145	7044	-	OX578059.1	142895829	56809	63919	464	7110	4	tp:A:P	cm:i:42	s1:i:435	s2:i:295	dv:f:0.0031
ERR10439742.1013792	11225	49	10613	+	OX578059.1	142895829	24237	34801	662	10564	7	tp:A:P	cm:i:60	s1:i:662	s2:i:335	dv:f:0.0022
ERR10439742.1013955	13917	5682	13340	+	OX578060.1	91870870	86843	94419	629	7738	0	tp:A:P	cm:i:94	s1:i:589	s2:i:571	dv:f:0.0516
ERR10439742.1013955	13917	12997	13708	+	OX578061.1	39856278	35660	36371	76	711	1	tp:A:P	cm:i:8	s1:i:76	s2:i:62	dv:f:0.0490
ERR10439742.1014018	7201	197	7183	-	OX578063.1	29784559	29776707	29783693	596	6988	0	tp:A:P	cm:i:57	s1:i:596	s2:i:578	dv:f:0.0087
ERR10439742.1014033	9779	453	1990	+	OX578059.1	142895829	15377	16913	75	1538	0	tp:A:P	cm:i:5	s1:i:74	s2:i:74	dv:f:0.0912
ERR10439742.1014033	9779	7669	8029	-	OX578059.1	142895829	142822471	142822841	63	370	0	tp:A:P	cm:i:6	s1:i:61	s2:i:61	dv:f:0.0396
ERR10439742.1014210	17724	4	17723	+	OX578060.1	91870870	91801887	91816317	10570	17745	3	tp:A:P	cm:i:1788	s1:i:10164	s2:i:10018	dv:f:0.0173
ERR10439742.1014296	11800	5781	11795	+	OX578060.1	91870870	91845011	91852321	2405	7311	20	tp:A:P	cm:i:353	s1:i:2244	s2:i:1919	dv:f:0.0295
ERR10439742.1014575	7598	9	6040	+	OX578060.1	91870870	91797767	91803827	5116	6062	0	tp:A:P	cm:i:910	s1:i:5110	s2:i:5024	dv:f:0.0017
ERR10439742.1014697	11376	1939	11327	+	OX578062.1	39551669	39483623	39493047	7910	9426	0	tp:A:P	cm:i:1411	s1:i:7903	s2:i:7883	dv:f:0.0017
ERR10439742.1014706	10698	1	10654	+	OX578060.1	91870870	91793146	91803827	9733	10683	3	tp:A:P	cm:i:1756	s1:i:9727	s2:i:9623	dv:f:0.0008
ERR10439742.1014795	13150	167	13026	+	OX578059.1	142895829	37568	50640	384	13073	0	tp:A:P	cm:i:26	s1:i:355	s2:i:331	dv:f:0.0690
ERR10439742.1014882	15469	783	14936	+	OX578059.1	142895829	26768	41342	462	14575	0	tp:A:P	cm:i:33	s1:i:404	s2:i:361	dv:f:0.0412
ERR10439742.1014882	15469	150	1431	+	OX578059.1	142895829	78886	80167	45	1281	0	tp:A:P	cm:i:3	s1:i:45	s2:i:0	dv:f:0.0633
ERR10439742.1015212	8186	394	8005	+	OX578059.1	142895829	76142	83965	235	7823	0	tp:A:P	cm:i:16	s1:i:206	s2:i:196	dv:f:0.0608
ERR10439742.1015237	5970	92	2827	-	OX578060.1	91870870	17415	20361	160	2946	0	tp:A:P	cm:i:14	s1:i:131	s2:i:118	dv:f:0.0166
ERR10439742.1015237	5970	92	5797	+	OX578059.1	142895829	142815654	142821359	120	5705	0	tp:A:P	cm:i:8	s1:i:120	s2:i:110	dv:f:0.0971
ERR10439742.1015286	6858	0	6853	-	OX578062.1	39551669	81824	88682	6751	6858	60	tp:A:P	cm:i:1265	s1:i:6749	s2:i:0	dv:f:0.0001
ERR10439742.1015318	8208	3846	8081	+	OX578059.1	142895829	14323	18557	207	4235	0	tp:A:P	cm:i:16	s1:i:207	s2:i:207	dv:f:0.0267
ERR10439742.1015318	8208	1525	6604	+	OX578059.1	142895829	45547	50837	190	5290	3	tp:A:P	cm:i:13	s1:i:161	s2:i:106	dv:f:0.0563
ERR10439742.1015318	8208	169	2595	+	OX578059.1	142895829	64869	67295	67	2426	1	tp:A:P	cm:i:5	s1:i:67	s2:i:52	dv:f:0.0746
ERR10439742.1015732	10978	1830	10973	+	OX578059.1	142895829	142867377	142874807	7326	9143	0	tp:A:P	cm:i:1342	s1:i:7116	s2:i:7068	dv:f:0.0099
ERR10439742.1015787	8271	0	8263	+	OX578061.1	39856278	39806236	39814508	7798	8272	7	tp:A:P	cm:i:1395	s1:i:7796	s2:i:7598	dv:f:0.0001
ERR10439742.1015950	10208	141	10078	-	OX578063.1	29784559	29774597	29784537	840	9943	0	tp:A:P	cm:i:80	s1:i:840	s2:i:839	dv:f:0.0198
ERR10439742.1015985	10943	373	10091	+	OX578059.1	142895829	14112	23619	641	9718	3	tp:A:P	cm:i:53	s1:i:612	s2:i:462	dv:f:0.0048
ERR10439742.1016037	10740	403	5909	+	OX578060.1	91870870	91863421	91869040	2331	5671	60	tp:A:P	cm:i:331	s1:i:2296	s2:i:137	dv:f:0.0112
ERR10439742.1016140	7710	5089	7652	-	OX578063.1	29784559	13782	16341	637	2563	0	tp:A:P	cm:i:100	s1:i:636	s2:i:633	dv:f:0.0110
ERR10439742.1016140	7710	79	1167	-	OX578063.1	29784559	29733	30823	60	1091	4	tp:A:P	cm:i:4	s1:i:59	s2:i:0	dv:f:0.0526
ERR10439742.1016543	8536	348	7746	-	OX578059.1	142895829	50400	57589	360	7610	1	tp:A:P	cm:i:27	s1:i:277	s2:i:224	dv:f:0.0275
ERR10439742.1016543	8536	6676	8468	-	OX578059.1	142895829	21617	23408	84	1792	1	tp:A:P	cm:i:6	s1:i:84	s2:i:69	dv:f:0.0549
ERR10439742.1016574	6221	3278	5976	-	OX578059.1	142895829	88231	90929	95	2698	2	tp:A:P	cm:i:8	s1:i:95	s2:i:65	dv:f:0.0452
ERR10439742.1016574	6221	235	761	-	OX578059.1	142895829	38584	39110	55	526	0	tp:A:P	cm:i:4	s1:i:55	s2:i:55	dv:f:0.0267
ERR10439742.1016653	13052	148	9176	+	OX578059.1	142895829	82322	91351	707	9029	9	tp:A:P	cm:i:63	s1:i:707	s2:i:344	dv:f:0.0060
ERR10439742.1016653	13052	10127	12553	+	OX578059.1	142895829	94834	97260	177	2426	5	tp:A:P	cm:i:15	s1:i:163	s2:i:100	dv:f:0.0083
ERR10439742.1016653	13052	9161	11920	+	OX578059.1	142895829	85428	88186	75	2759	0	tp:A:P	cm:i:5	s1:i:75	s2:i:55	dv:f:0.0852
ERR10439742.1017037	7958	3	7949	-	OX578061.1	39856278	39757708	39765655	7326	7947	1	tp:A:P	cm:i:1299	s1:i:7326	s2:i:7297	dv:f:0.0004
ERR10439742.1017067	10799	10449	10686	-	OX578063.1	29784559	27689	27927	52	238	4	tp:A:P	cm:i:4	s1:i:52	s2:i:45	dv:f:0.0366
ERR10439742.1017190	8068	27	8060	+	OX578059.1	142895829	34997	43241	275	8246	0	tp:A:P	cm:i:19	s1:i:245	s2:i:239	dv:f:0.0381
ERR10439742.1017234	5881	1294	2340	+	OX578060.1	91870870	91869779	91870826	95	1047	5	tp:A:P	cm:i:8	s1:i:95	s2:i:45	dv:f:0.0148
ERR10439742.1017259	8508	215	8250	-	OX578063.1	29784559	29774597	29782637	318	8042	0	tp:A:P	cm:i:30	s1:i:315	s2:i:244	dv:f:0.0753
ERR10439742.1017259	8508	8210	8455	-	OX578059.1	142895829	142822694	142822938	48	245	0	tp:A:P	cm:i:6	s1:i:48	s2:i:48	dv:f:0.0335
ERR10439742.1017260	12769	1	12747	+	OX578060.1	91870870	91814449	91827192	12237	12746	3	tp:A:P	cm:i:2242	s1:i:12236	s2:i:12110	dv:f:0.0001
ERR10439742.1017284	6098	70	4357	-	OX578062.1	39551669	39506019	39510606	1748	4598	0	tp:A:P	cm:i:300	s1:i:1702	s2:i:1692	dv:f:0.0049
ERR10439742.1017322	6988	7	6988	-	OX578060.1	91870870	91793738	91800744	6878	7006	5	tp:A:P	cm:i:1258	s1:i:6873	s2:i:6770	dv:f:0.0003
ERR10439742.1017415	8751	5	8746	+	OX578061.1	39856278	39806265	39814208	7430	8759	5	tp:A:P	cm:i:1327	s1:i:7324	s2:i:7193	dv:f:0.0043
ERR10439742.1017583	7603	248	7592	-	OX578061.1	39856278	39812934	39820930	2020	7999	10	tp:A:P	cm:i:334	s1:i:1925	s2:i:1652	dv:f:0.0111
ERR10439742.1017777	8293	31	8285	+	OX578060.1	91870870	91812605	91817607	4748	8259	3	tp:A:P	cm:i:848	s1:i:4352	s2:i:4298	dv:f:0.0289
ERR10439742.1017806	9460	7	9457	+	OX578061.1	39856278	39777026	39786476	7661	9451	37	tp:A:P	cm:i:1361	s1:i:7661	s2:i:6589	dv:f:0.0001
ERR10439742.1017999	10379	57	10372	+	OX578061.1	39856278	39791315	39801640	8727	10334	3	tp:A:P	cm:i:1538	s1:i:8725	s2:i:8613	dv:f:0.0015
ERR10439742.1018104	5464	138	4972	-	OX578059.1	142895829	85428	90473	427	5045	5	tp:A:P	cm:i:38	s1:i:398	s2:i:261	dv:f:0.0034
ERR10439742.1018503	12763	6	12760	+	OX578062.1	39551669	39460905	39476415	10731	16219	4	tp:A:P	cm:i:1847	s1:i:10216	s2:i:10062	dv:f:0.0058
ERR10439742.1018670	9991	3	9984	+	OX578061.1	39856278	57999	67886	7588	9981	3	tp:A:P	cm:i:1266	s1:i:7571	s2:i:7483	dv:f:0.0061
ERR10439742.1018757	9678	65	415	+	OX578063.1	29784559	48671	49021	164	350	0	tp:A:P	cm:i:22	s1:i:164	s2:i:164	dv:f:0.0159
ERR10439742.1018777	4267	65	4090	-	OX578059.1	142895829	39428	43452	144	4025	0	tp:A:P	cm:i:11	s1:i:144	s2:i:144	dv:f:0.0667
ERR10439742.1018832	9073	621	3874	+	OX578061.1	39856278	1116	4555	249	3556	18	tp:A:P	cm:i:24	s1:i:178	s2:i:141	dv:f:0.0823
ERR10439742.1018853	3858	7	3854	+	OX578060.1	91870870	91776434	91779447	2954	3859	0	tp:A:P	cm:i:551	s1:i:2844	s2:i:2838	dv:f:0.0112
ERR10439742.1018871	8647	5492	7658	+	OX578062.1	39551669	39527001	39529290	1005	2351	0	tp:A:P	cm:i:146	s1:i:966	s2:i:941	dv:f:0.0036
ERR10439742.1018871	8647	3615	8161	-	OX578061.1	39856278	12771	17112	1011	4668	31	tp:A:P	cm:i:150	s1:i:944	s2:i:499	dv:f:0.0139
ERR10439742.1018871	8647	7693	8590	-	OX578061.1	39856278	7781	8676	100	897	6	tp:A:P	cm:i:9	s1:i:99	s2:i:85	dv:f:0.0133
ERR10439742.1019182	8672	3	8545	+	OX578063.1	29784559	41680	50225	8008	8549	0	tp:A:P	cm:i:1463	s1:i:8006	s2:i:8005	dv:f:0.0005
ERR10439742.1019263	11738	0	11732	-	OX578061.1	39856278	39813765	39825472	3390	11736	52	tp:A:P	cm:i:506	s1:i:3385	s2:i:1341	dv:f:0.0048
ERR10439742.1019334	19388	1369	19058	+	OX578059.1	142895829	39881	57589	505	17919	0	tp:A:P	cm:i:34	s1:i:446	s2:i:414	dv:f:0.0896
ERR10439742.1019334	19388	66	2407	+	OX578059.1	142895829	55253	57589	75	2342	1	tp:A:P	cm:i:5	s1:i:73	s2:i:58	dv:f:0.0967
ERR10439742.1019386	7755	12	7747	-	OX578063.1	29784559	29679402	29687133	7450	7738	60	tp:A:P	cm:i:1359	s1:i:7450	s2:i:114	dv:f:0.0002
ERR10439742.1019941	13077	116	12052	+	OX578062.1	39551669	16564	28500	588	11937	8	tp:A:P	cm:i:68	s1:i:588	s2:i:138	dv:f:0.0019
ERR10439742.1020214	6991	29	6980	+	OX578061.1	39856278	39845142	39852094	6362	6953	0	tp:A:P	cm:i:1067	s1:i:6362	s2:i:6356	dv:f:0.0006
ERR10439742.1020309	6051	6	5831	-	OX578060.1	91870870	91830892	91836247	679	6079	8	tp:A:P	cm:i:77	s1:i:550	s2:i:347	dv:f:0.0391
ERR10439742.1020514	10571	2455	6480	+	OX578060.1	91870870	39547	43571	90	4027	0	tp:A:P	cm:i:6	s1:i:89	s2:i:74	dv:f:0.0954
ERR10439742.1020553	14137	371	9510	-	OX578059.1	142895829	44914	54257	240	9350	0	tp:A:P	cm:i:16	s1:i:211	s2:i:210	dv:f:0.0937
ERR10439742.1020553	14137	11394	12804	-	OX578059.1	142895829	35498	36911	70	1413	0	tp:A:P	cm:i:5	s1:i:69	s2:i:69	dv:f:0.0783
ERR10439742.1020553	14137	12236	13351	-	OX578059.1	142895829	15547	16658	45	1116	0	tp:A:P	cm:i:3	s1:i:44	s2:i:0	dv:f:0.1217
ERR10439742.1020913	11865	8	821	-	OX578060.1	91870870	91771403	91772216	799	813	0	tp:A:P	cm:i:144	s1:i:799	s2:i:799	dv:f:0.0023
ERR10439742.1021521	10619	7	7035	+	OX578062.1	39551669	86903	93932	6856	7037	60	tp:A:P	cm:i:1260	s1:i:6854	s2:i:0	dv:f:0.0006
ERR10439742.1021615	8144	127	7955	-	OX578063.1	29784559	29776707	29784537	693	7830	0	tp:A:P	cm:i:66	s1:i:693	s2:i:693	dv:f:0.0516
ERR10439742.1021666	6987	2	6978	+	OX578061.1	39856278	39792428	39799407	5530	6979	3	tp:A:P	cm:i:989	s1:i:5530	s2:i:5456	dv:f:0.0005
ERR10439742.1021695	8816	9	8811	+	OX578062.1	39551669	39478011	39486812	6772	8803	2	tp:A:P	cm:i:1184	s1:i:6771	s2:i:6709	dv:f:0.0001
ERR10439742.1021736	8230	155	8227	+	OX578063.1	29784559	32731	40802	4797	8074	10	tp:A:P	cm:i:819	s1:i:4797	s2:i:4503	dv:f:0.0002
ERR10439742.1021862	11920	11179	11919	+	OX578062.1	39551669	39503816	39504556	639	740	32	tp:A:P	cm:i:116	s1:i:639	s2:i:552	dv:f:0.0011
ERR10439742.1022632	12745	7	12734	-	OX578061.1	39856278	39780994	39793721	10680	12728	60	tp:A:P	cm:i:1907	s1:i:10680	s2:i:4597	dv:f:0.0000
ERR10439742.1023108	16501	2040	16501	+	OX578059.1	142895829	142815654	142829373	3993	14873	1	tp:A:P	cm:i:612	s1:i:3783	s2:i:3731	dv:f:0.0161
ERR10439742.1023108	16501	338	2055	+	OX578059.1	142895829	142795843	142797553	82	1717	0	tp:A:P	cm:i:6	s1:i:79	s2:i:76	dv:f:0.0740
ERR10439742.1023239	19481	2524	3904	+	OX578059.1	142895829	142821344	142822727	96	1383	0	tp:A:P	cm:i:11	s1:i:95	s2:i:95	dv:f:0.0760
ERR10439742.1023239	19481	6808	7638	+	OX578059.1	142895829	142822471	142823091	122	830	0	tp:A:P	cm:i:14	s1:i:93	s2:i:93	dv:f:0.0297
ERR10439742.1023239	19481	4908	5022	+	OX578059.1	142895829	142822471	142822585	48	114	0	tp:A:P	cm:i:5	s1:i:48	s2:i:48	dv:f:0.0222
ERR10439742.1023239	19481	3871	3978	-	OX578059.1	142895829	76432	76539	48	107	0	tp:A:P	cm:i:6	s1:i:48	s2:i:0	dv:f:0.0190
ERR10439742.1023239	19481	3963	4936	-	OX578059.1	142895829	76312	77291	45	979	0	tp:A:P	cm:i:3	s1:i:43	s2:i:0	dv:f:0.1056
ERR10439742.1023364	9991	210	9973	+	OX578059.1	142895829	72977	82743	544	10188	2	tp:A:P	cm:i:46	s1:i:433	s2:i:337	dv:f:0.0176
ERR10439742.1023558	19262	19024	19077	-	OX578063.1	29784559	9220	9273	42	53	0	tp:A:P	cm:i:4	s1:i:42	s2:i:42	dv:f:0.0267
ERR10439742.1023785	10002	4	10000	+	OX578063.1	29784559	47376	57375	8053	10009	3	tp:A:P	cm:i:1397	s1:i:8053	s2:i:7944	dv:f:0.0015
ERR10439742.1023976	8698	4	8698	-	OX578063.1	29784559	29697825	29706496	8446	8717	60	tp:A:P	cm:i:1535	s1:i:8430	s2:i:65	dv:f:0.0010
ERR10439742.1023988	3606	3299	3551	+	OX578063.1	29784559	34134	34385	46	252	0	tp:A:P	cm:i:6	s1:i:46	s2:i:45	dv:f:0.0190
ERR10439742.1024198	7017	5	7011	+	OX578062.1	39551669	39501851	39508879	5619	7028	60	tp:A:P	cm:i:975	s1:i:5614	s2:i:3630	dv:f:0.0003
ERR10439742.1025071	10108	136	10074	+	OX578063.1	29784559	29774597	29784537	870	9941	0	tp:A:P	cm:i:82	s1:i:870	s2:i:862	dv:f:0.0432
ERR10439742.1025102	19834	2736	17569	-	OX578061.1	39856278	39829814	39844604	6486	14957	60	tp:A:P	cm:i:1052	s1:i:6437	s2:i:395	dv:f:0.0075
ERR10439742.1025102	19834	66	4146	+	OX578063.1	29784559	8881	13145	253	4308	34	tp:A:P	cm:i:25	s1:i:207	s2:i:153	dv:f:0.0663
ERR10439742.1025121	8158	512	6014	-	OX578059.1	142895829	39428	44929	321	5502	2	tp:A:P	cm:i:25	s1:i:321	s2:i:236	dv:f:0.0163
ERR10439742.1025152	13139	268	8027	-	OX578061.1	39856278	14105	21452	1016	7776	1	tp:A:P	cm:i:149	s1:i:953	s2:i:934	dv:f:0.0204
ERR10439742.1026128	14213	1487	14168	+	OX578063.1	29784559	29771854	29784537	1073	12683	0	tp:A:P	cm:i:101	s1:i:1073	s2:i:1063	dv:f:0.0294
ERR10439742.1026128	14213	10	3829	+	OX578063.1	29784559	29780716	29784537	399	3821	6	tp:A:P	cm:i:38	s1:i:399	s2:i:294	dv:f:0.0219
ERR10439742.1026201	6193	1398	5648	+	OX578060.1	91870870	8089	12343	150	4254	0	tp:A:P	cm:i:10	s1:i:150	s2:i:150	dv:f:0.0222
ERR10439742.1026207	10366	120	10357	-	OX578060.1	91870870	91824201	91834437	4878	10237	27	tp:A:P	cm:i:796	s1:i:4878	s2:i:3944	dv:f:0.0002
ERR10439742.1026282	3522	120	2455	-	OX578059.1	142895829	31410	33746	114	2336	0	tp:A:P	cm:i:9	s1:i:114	s2:i:114	dv:f:0.0549
ERR10439742.1026325	9585	579	9514	-	OX578061.1	39856278	10862	18041	1218	9012	0	tp:A:P	cm:i:174	s1:i:963	s2:i:946	dv:f:0.0284
ERR10439742.1026325	9585	96	1021	-	OX578061.1	39856278	35660	36586	76	928	5	tp:A:P	cm:i:8	s1:i:74	s2:i:46	dv:f:0.0593
ERR10439742.1026325	9585	9490	9543	+	OX578062.1	39551669	39543633	39543686	42	53	0	tp:A:P	cm:i:4	s1:i:42	s2:i:42	dv:f:0.0267
ERR10439742.1026562	11704	1	11696	-	OX578063.1	29784559	90505	102195	11675	11696	60	tp:A:P	cm:i:2174	s1:i:11673	s2:i:0	dv:f:0.0001
ERR10439742.1026783	4480	142	3321	-	OX578059.1	142895829	32887	36067	162	3180	4	tp:A:P	cm:i:14	s1:i:162	s2:i:85	dv:f:0.0326
