query_name	query_length	query_start	query_end	relative_strand	target_name	target_length	target_start	target_end	num_residue_matches	alignment_block_len	mapping_quality	.	..	...	....	.....
SRR29535114.969244	980	234	424	-	LF10_chr1	50495432	50483289	50483482	161	193	35	tp:A:P	cm:i:17	s1:i:161	s2:i:133	dv:f:0.0078
SRR29535114.969294	394	237	331	-	LF10_chr1	50495432	50483381	50483482	89	101	60	tp:A:P	cm:i:8	s1:i:85	s2:i:0	dv:f:0.0122
SRR29535114.969349	8070	3527	3778	-	LF10_chr1	50495432	7138	7390	127	252	60	tp:A:P	cm:i:10	s1:i:125	s2:i:0	dv:f:0.0241
SRR29535114.969726	391	223	288	+	LF10_chr4	46604272	46578910	46578973	63	65	30	tp:A:P	cm:i:5	s1:i:63	s2:i:0	dv:f:0.0108
SRR29535114.969764	2698	1002	1153	-	LF10_chr1	50495432	7137	7285	95	153	60	tp:A:P	cm:i:8	s1:i:98	s2:i:0	dv:f:0.0151
SRR29535114.969868	21398	2275	2467	-	LF10_chr1	50495432	50483289	50483482	114	193	60	tp:A:P	cm:i:11	s1:i:114	s2:i:61	dv:f:0.0086
SRR29535114.969973	7625	155	7351	-	LF10_chr4	46604272	566	7960	3461	7507	60	tp:A:P	cm:i:292	s1:i:3334	s2:i:671	dv:f:0.0172
SRR29535114.970095	2618	2415	2585	-	LF10_chr1	50495432	50483307	50483480	137	173	60	tp:A:P	cm:i:8	s1:i:139	s2:i:0	dv:f:0.0113
SRR29535114.970151	612	84	587	-	LF10_chr1	50495432	44205	44711	429	508	60	tp:A:P	cm:i:43	s1:i:419	s2:i:0	dv:f:0.0084
SRR29535114.970252	13841	12981	13173	-	LF10_chr1	50495432	50483289	50483482	149	193	20	tp:A:P	cm:i:16	s1:i:143	s2:i:127	dv:f:0.0080
SRR29535114.970255	696	569	684	+	LF10_chr1	50495432	50483368	50483482	89	115	60	tp:A:P	cm:i:11	s1:i:92	s2:i:57	dv:f:0.0142
SRR29535114.970391	1112	104	1088	-	LF10_chr7	34875448	8798	9811	374	1014	0	tp:A:P	cm:i:22	s1:i:364	s2:i:359	dv:f:0.0333
SRR29535114.970475	1248	35	1177	-	LF10_chr7	34875448	29904	31042	741	1152	60	tp:A:P	cm:i:66	s1:i:723	s2:i:0	dv:f:0.0115
SRR29535114.970486	636	93	193	+	LF10_chr1	50495432	7186	7285	53	100	14	tp:A:P	cm:i:3	s1:i:57	s2:i:0	dv:f:0.0236
SRR29535114.970687	13833	4677	4797	+	LF10_chr1	50495432	7163	7285	68	123	36	tp:A:P	cm:i:5	s1:i:70	s2:i:0	dv:f:0.0222
SRR29535114.971279	2702	102	2678	+	LF10_chr1	50495432	40236	42842	1656	2626	60	tp:A:P	cm:i:159	s1:i:1639	s2:i:89	dv:f:0.0081
SRR29535114.971728	4608	3170	3346	-	LF10_chr1	50495432	50483289	50483466	156	180	60	tp:A:P	cm:i:16	s1:i:150	s2:i:84	dv:f:0.0081
SRR29535114.971794	12387	4205	4350	-	LF10_chr1	50495432	7139	7285	101	146	60	tp:A:P	cm:i:9	s1:i:104	s2:i:0	dv:f:0.0076
SRR29535114.971905	34401	9777	9831	-	LF10_chr1	50495432	7140	7195	54	55	20	tp:A:P	cm:i:5	s1:i:54	s2:i:0	dv:f:0.0123
SRR29535114.971984	4031	2696	2848	+	LF10_chr1	50495432	7137	7285	81	152	60	tp:A:P	cm:i:7	s1:i:86	s2:i:0	dv:f:0.0132
SRR29535114.972024	7302	2529	7233	-	LF10_chr6	67806300	67800248	67805081	1950	4851	60	tp:A:P	cm:i:155	s1:i:1891	s2:i:505	dv:f:0.0241
SRR29535114.972092	1124	947	1020	+	LF10_chr1	50495432	7138	7213	73	75	53	tp:A:P	cm:i:7	s1:i:72	s2:i:0	dv:f:0.0093
SRR29535114.972547	697	91	685	+	LF10_chr3	45743229	26355	26963	382	609	60	tp:A:P	cm:i:35	s1:i:370	s2:i:0	dv:f:0.0091
SRR29535114.972610	841	97	720	+	LF10_chr4	46604272	41627	42270	291	644	60	tp:A:P	cm:i:22	s1:i:276	s2:i:0	dv:f:0.0259
SRR29535114.972713	1954	76	1146	+	LF10_chr6	67806300	67804180	67805271	449	1101	60	tp:A:P	cm:i:32	s1:i:446	s2:i:243	dv:f:0.0249
SRR29535114.972740	2988	2821	2874	+	LF10_chr4	46604272	46578913	46578965	52	53	10	tp:A:P	cm:i:3	s1:i:52	s2:i:0	dv:f:0.0182
SRR29535114.972840	357	76	336	+	LF10_chr5	48825035	48816344	48816624	150	280	0	tp:A:P	cm:i:12	s1:i:138	s2:i:137	dv:f:0.0159
SRR29535114.972908	25268	10936	11111	+	LF10_chr1	50495432	50483307	50483482	175	175	60	tp:A:P	cm:i:28	s1:i:175	s2:i:86	dv:f:0.0025
SRR29535114.973229	1651	1422	1608	+	LF10_chr1	50495432	50483289	50483482	131	193	30	tp:A:P	cm:i:12	s1:i:135	s2:i:112	dv:f:0.0182
SRR29535114.973301	1867	35	88	-	LF10_chr1	50495432	7137	7190	53	53	15	tp:A:P	cm:i:4	s1:i:53	s2:i:0	dv:f:0.0148
SRR29535114.973310	379	70	232	-	LF10_chr5	48825035	7660	7820	97	162	60	tp:A:P	cm:i:6	s1:i:103	s2:i:0	dv:f:0.0247
SRR29535114.973568	7938	7606	7783	-	LF10_chr8	39140677	39426	39607	52	181	0	tp:A:P	cm:i:3	s1:i:54	s2:i:54	dv:f:0.0597
SRR29535114.973578	24564	2898	3042	-	LF10_chr1	50495432	7138	7285	99	147	60	tp:A:P	cm:i:9	s1:i:100	s2:i:0	dv:f:0.0134
SRR29535114.973709	1155	49	1121	-	LF10_chr8	39140677	20973	22064	219	1091	0	tp:A:P	cm:i:12	s1:i:216	s2:i:214	dv:f:0.0534
SRR29535114.973732	7698	4894	5064	-	LF10_chr1	50495432	7113	7285	124	172	60	tp:A:P	cm:i:13	s1:i:127	s2:i:0	dv:f:0.0078
SRR29535114.973752	23383	23029	23254	+	LF10_chr1	50495432	7163	7390	61	227	21	tp:A:P	cm:i:4	s1:i:60	s2:i:0	dv:f:0.0389
SRR29535114.973936	7316	2540	2696	+	LF10_chr1	50495432	7124	7285	85	162	40	tp:A:P	cm:i:4	s1:i:91	s2:i:0	dv:f:0.0152
SRR29535114.974173	3117	2176	2353	-	LF10_chr1	50495432	50483308	50483482	156	177	8	tp:A:P	cm:i:20	s1:i:161	s2:i:154	dv:f:0.0034
SRR29535114.974464	48499	45359	45506	-	LF10_chr1	50495432	7137	7285	101	148	60	tp:A:P	cm:i:9	s1:i:104	s2:i:0	dv:f:0.0104
SRR29535114.974598	21826	12599	12781	-	LF10_chr1	50495432	50483307	50483482	103	182	60	tp:A:P	cm:i:10	s1:i:102	s2:i:0	dv:f:0.0095
SRR29535114.974600	4308	602	762	+	LF10_chr1	50495432	50483327	50483482	86	160	39	tp:A:P	cm:i:4	s1:i:88	s2:i:0	dv:f:0.0323
SRR29535114.974682	629	86	138	+	LF10_chr4	46604272	46578913	46578965	52	52	10	tp:A:P	cm:i:3	s1:i:52	s2:i:0	dv:f:0.0168
SRR29535114.974778	1673	1487	1653	-	LF10_chr1	50495432	50483317	50483482	145	166	60	tp:A:P	cm:i:19	s1:i:149	s2:i:0	dv:f:0.0053
SRR29535114.974856	5681	3959	4026	-	LF10_chr1	50495432	50483288	50483356	67	68	40	tp:A:P	cm:i:6	s1:i:67	s2:i:0	dv:f:0.0102
SRR29535114.975116	1764	463	540	-	LF10_chr1	50495432	50483327	50483408	75	81	60	tp:A:P	cm:i:9	s1:i:76	s2:i:0	dv:f:0.0170
SRR29535114.975201	2277	525	697	-	LF10_chr1	50495432	50483308	50483482	103	174	13	tp:A:P	cm:i:10	s1:i:102	s2:i:94	dv:f:0.0144
SRR29535114.975206	7584	764	959	+	LF10_chr1	50495432	50483289	50483482	165	195	35	tp:A:P	cm:i:24	s1:i:167	s2:i:137	dv:f:0.0028
SRR29535114.975219	33216	24761	24905	+	LF10_chr1	50495432	7137	7285	86	148	60	tp:A:P	cm:i:8	s1:i:88	s2:i:0	dv:f:0.0117
SRR29535114.975297	1822	73	1812	+	LF10_chr3	45743229	3279	5034	593	1766	55	tp:A:P	cm:i:42	s1:i:594	s2:i:445	dv:f:0.0309
SRR29535114.975407	899	722	783	-	LF10_chr3	45743229	45742118	45742179	61	61	33	tp:A:P	cm:i:6	s1:i:61	s2:i:0	dv:f:0.0111
SRR29535114.975510	27229	5038	5131	-	LF10_chr1	50495432	7186	7285	52	99	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0252
SRR29535114.975654	578	39	304	+	LF10_chr6	67806300	67770366	67770628	136	265	60	tp:A:P	cm:i:7	s1:i:138	s2:i:0	dv:f:0.0226
SRR29535114.975704	1066	248	439	-	LF10_chr1	50495432	50483290	50483482	116	192	54	tp:A:P	cm:i:10	s1:i:114	s2:i:81	dv:f:0.0223
SRR29535114.975930	814	34	765	-	LF10_chr5	48825035	45375	46130	442	758	60	tp:A:P	cm:i:33	s1:i:439	s2:i:91	dv:f:0.0152
SRR29535114.975940	2580	429	525	+	LF10_chr1	50495432	7189	7285	50	96	10	tp:A:P	cm:i:3	s1:i:51	s2:i:0	dv:f:0.0323
SRR29535114.975941	13496	9250	9323	-	LF10_chr1	50495432	7138	7213	73	75	54	tp:A:P	cm:i:7	s1:i:73	s2:i:0	dv:f:0.0094
SRR29535114.976162	13345	13102	13255	-	LF10_chr1	50495432	8520	8677	70	157	2	tp:A:P	cm:i:3	s1:i:68	s2:i:48	dv:f:0.0403
SRR29535114.976423	13994	13188	13286	+	LF10_chr1	50495432	7187	7285	52	98	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0255
SRR29535114.976586	9228	2021	2203	-	LF10_chr1	50495432	50483295	50483482	149	187	60	tp:A:P	cm:i:13	s1:i:147	s2:i:0	dv:f:0.0097
SRR29535114.976802	1163	368	469	+	LF10_chr4	46604272	542	685	101	143	0	tp:A:P	cm:i:5	s1:i:93	s2:i:90	dv:f:0.0152
SRR29535114.976821	1703	219	385	+	LF10_chr1	50495432	7123	7285	115	168	60	tp:A:P	cm:i:10	s1:i:113	s2:i:0	dv:f:0.0067
SRR29535114.976890	453	321	390	-	LF10_chr3	45743229	45742110	45742179	69	69	49	tp:A:P	cm:i:7	s1:i:69	s2:i:0	dv:f:0.0105
SRR29535114.977153	1334	53	97	-	LF10_chr3	45743229	45741864	45741908	44	44	0	tp:A:P	cm:i:3	s1:i:44	s2:i:44	dv:f:0.0189
SRR29535114.977413	6694	5418	6446	+	LF10_chr5	48825035	48818211	48819222	334	1046	5	tp:A:P	cm:i:16	s1:i:336	s2:i:322	dv:f:0.0448
SRR29535114.977488	595	171	419	-	LF10_chr8	39140677	21684	21932	187	250	14	tp:A:P	cm:i:16	s1:i:191	s2:i:165	dv:f:0.0154
SRR29535114.977510	28838	208	1132	-	LF10_chr7	34875448	9877	10830	80	953	3	tp:A:P	cm:i:5	s1:i:81	s2:i:73	dv:f:0.0862
SRR29535114.977597	5281	3631	3686	-	LF10_chr3	45743229	45742124	45742179	55	55	21	tp:A:P	cm:i:5	s1:i:55	s2:i:0	dv:f:0.0129
SRR29535114.977749	623	52	608	-	LF10_chr2	50269664	4243	4804	350	563	60	tp:A:P	cm:i:32	s1:i:349	s2:i:0	dv:f:0.0147
SRR29535114.978093	15233	1203	1397	-	LF10_chr1	50495432	50483289	50483482	153	196	60	tp:A:P	cm:i:19	s1:i:149	s2:i:81	dv:f:0.0069
SRR29535114.978170	416	73	389	+	LF10_chr5	48825035	48783641	48783957	212	319	26	tp:A:P	cm:i:15	s1:i:195	s2:i:161	dv:f:0.0177
SRR29535114.978192	505	36	345	+	LF10_chr3	45743229	45726335	45726643	236	309	60	tp:A:P	cm:i:19	s1:i:236	s2:i:0	dv:f:0.0034
SRR29535114.978305	392	66	130	-	LF10_chr4	46604272	46578910	46578973	63	64	30	tp:A:P	cm:i:5	s1:i:63	s2:i:0	dv:f:0.0116
SRR29535114.979106	4662	217	378	-	LF10_chr1	50495432	50483316	50483482	114	166	60	tp:A:P	cm:i:9	s1:i:113	s2:i:69	dv:f:0.0133
SRR29535114.979458	498	94	358	-	LF10_chr5	48825035	48800864	48801125	155	266	11	tp:A:P	cm:i:8	s1:i:175	s2:i:160	dv:f:0.0302
SRR29535114.979585	1008	107	940	+	LF10_chr8	39140677	34534	35370	481	840	0	tp:A:P	cm:i:41	s1:i:496	s2:i:496	dv:f:0.0138
SRR29535114.980286	14851	10972	11112	+	LF10_chr1	50495432	50483307	50483447	109	141	48	tp:A:P	cm:i:9	s1:i:112	s2:i:80	dv:f:0.0158
SRR29535114.980286	14851	10032	10097	+	LF10_chr4	46604272	46578909	46578973	64	65	31	tp:A:P	cm:i:5	s1:i:64	s2:i:0	dv:f:0.0121
SRR29535114.981075	8976	166	407	-	LF10_chr1	50495432	7137	7390	113	253	60	tp:A:P	cm:i:9	s1:i:106	s2:i:0	dv:f:0.0267
SRR29535114.981136	14026	4164	13943	+	LF10_chr5	48825035	809	10692	4556	9959	60	tp:A:P	cm:i:388	s1:i:4403	s2:i:191	dv:f:0.0160
SRR29535114.981136	14026	238	291	+	LF10_chr1	50495432	483	537	53	54	11	tp:A:P	cm:i:3	s1:i:53	s2:i:0	dv:f:0.0159
SRR29535114.981328	501	223	417	-	LF10_chr5	48825035	46875	47077	73	202	26	tp:A:P	cm:i:3	s1:i:80	s2:i:0	dv:f:0.0397
SRR29535114.981533	3817	1349	1513	-	LF10_chr1	50495432	50483316	50483482	124	166	60	tp:A:P	cm:i:10	s1:i:127	s2:i:0	dv:f:0.0093
SRR29535114.981833	1644	40	304	-	LF10_chr1	50495432	7123	7390	138	268	60	tp:A:P	cm:i:10	s1:i:136	s2:i:71	dv:f:0.0277
SRR29535114.982083	2957	1146	1322	+	LF10_chr1	50495432	50483308	50483482	124	178	60	tp:A:P	cm:i:12	s1:i:129	s2:i:0	dv:f:0.0104
SRR29535114.982083	2957	206	269	+	LF10_chr4	46604272	46578911	46578973	62	63	29	tp:A:P	cm:i:5	s1:i:62	s2:i:0	dv:f:0.0121
SRR29535114.982163	707	347	508	-	LF10_chr1	50495432	7124	7285	57	161	19	tp:A:P	cm:i:3	s1:i:65	s2:i:0	dv:f:0.0181
SRR29535114.982253	10279	9831	9880	+	LF10_chr1	50495432	8200	8249	49	49	11	tp:A:P	cm:i:4	s1:i:49	s2:i:0	dv:f:0.0152
SRR29535114.982260	2345	56	1583	+	LF10_chr4	46604272	46567720	46569260	1233	1548	60	tp:A:P	cm:i:114	s1:i:1228	s2:i:0	dv:f:0.0067
SRR29535114.982333	357	291	338	+	LF10_chr1	50495432	50483307	50483356	47	49	9	tp:A:P	cm:i:4	s1:i:47	s2:i:0	dv:f:0.0152
SRR29535114.982783	5090	2760	5053	-	LF10_chr2	50269664	50266449	50268833	1244	2395	60	tp:A:P	cm:i:107	s1:i:1226	s2:i:0	dv:f:0.0141
SRR29535114.982875	2558	2018	2184	-	LF10_chr1	50495432	50483315	50483479	96	166	60	tp:A:P	cm:i:7	s1:i:99	s2:i:0	dv:f:0.0221
SRR29535114.983162	1876	158	319	-	LF10_chr1	50495432	7124	7285	110	161	60	tp:A:P	cm:i:9	s1:i:116	s2:i:0	dv:f:0.0108
SRR29535114.983188	546	128	485	-	LF10_chr4	46604272	46560038	46560422	199	384	60	tp:A:P	cm:i:12	s1:i:190	s2:i:0	dv:f:0.0174
SRR29535114.983595	531	457	518	-	LF10_chr3	45743229	45741891	45741951	60	61	27	tp:A:P	cm:i:5	s1:i:60	s2:i:0	dv:f:0.0130
SRR29535114.983677	377	83	126	-	LF10_chr1	50495432	7169	7213	43	44	3	tp:A:P	cm:i:3	s1:i:43	s2:i:0	dv:f:0.0188
SRR29535114.983679	2552	82	2388	-	LF10_chr8	39140677	25862	28907	599	3052	0	tp:A:P	cm:i:31	s1:i:454	s2:i:437	dv:f:0.0534
SRR29535114.983992	30028	6062	7608	-	LF10_chr8	39140677	28591	30122	85	1564	0	tp:A:P	cm:i:3	s1:i:81	s2:i:76	dv:f:0.1050
SRR29535114.984177	1040	206	327	-	LF10_chr1	50495432	7164	7285	74	122	50	tp:A:P	cm:i:6	s1:i:77	s2:i:0	dv:f:0.0150
SRR29535114.984511	1167	656	726	+	LF10_chr3	45743229	45742092	45742164	66	72	28	tp:A:P	cm:i:4	s1:i:69	s2:i:0	dv:f:0.0151
SRR29535114.984755	9913	168	9899	+	LF10_chr6	67806300	67778880	67788884	5135	10050	60	tp:A:P	cm:i:411	s1:i:5103	s2:i:50	dv:f:0.0203
SRR29535114.984943	989	123	808	+	LF10_chr2	50269664	288	947	165	746	21	tp:A:P	cm:i:5	s1:i:134	s2:i:105	dv:f:0.0391
SRR29535114.985701	536	94	400	+	LF10_chr5	48825035	48790063	48790366	164	306	25	tp:A:P	cm:i:10	s1:i:156	s2:i:121	dv:f:0.0278
SRR29535114.986239	1007	927	969	-	LF10_chr4	46604272	46578932	46578973	41	42	1	tp:A:P	cm:i:3	s1:i:41	s2:i:0	dv:f:0.0183
SRR29535114.986538	5345	3289	3866	-	LF10_chr8	39140677	17851	18585	106	734	22	tp:A:P	cm:i:6	s1:i:75	s2:i:40	dv:f:0.0689
SRR29535114.986925	1357	788	861	+	LF10_chr1	50495432	50483340	50483415	67	75	41	tp:A:P	cm:i:7	s1:i:65	s2:i:0	dv:f:0.0095
SRR29535114.987223	11035	8518	8582	+	LF10_chr4	46604272	46578910	46578973	63	64	30	tp:A:P	cm:i:5	s1:i:63	s2:i:0	dv:f:0.0124
SRR29535114.987279	1464	555	604	+	LF10_chr1	50495432	7164	7213	49	49	11	tp:A:P	cm:i:4	s1:i:49	s2:i:0	dv:f:0.0146
SRR29535114.987681	817	404	694	-	LF10_chr5	48825035	11506	11801	168	296	49	tp:A:P	cm:i:14	s1:i:167	s2:i:107	dv:f:0.0285
SRR29535114.987686	1346	597	743	-	LF10_chr1	50495432	7137	7285	86	148	60	tp:A:P	cm:i:8	s1:i:88	s2:i:0	dv:f:0.0084
SRR29535114.987694	31808	20079	20227	-	LF10_chr1	50495432	7137	7285	102	148	60	tp:A:P	cm:i:9	s1:i:106	s2:i:0	dv:f:0.0075
SRR29535114.987728	405	61	291	+	LF10_chr8	39140677	22752	22985	127	233	0	tp:A:P	cm:i:10	s1:i:129	s2:i:129	dv:f:0.0234
SRR29535114.987766	3418	1565	1683	-	LF10_chr1	50495432	7164	7285	68	121	37	tp:A:P	cm:i:5	s1:i:71	s2:i:0	dv:f:0.0171
SRR29535114.988097	31308	2733	2855	-	LF10_chr1	50495432	50483326	50483447	109	123	60	tp:A:P	cm:i:12	s1:i:105	s2:i:0	dv:f:0.0080
SRR29535114.988400	6803	5899	6055	+	LF10_chr1	50495432	7125	7285	84	160	49	tp:A:P	cm:i:5	s1:i:90	s2:i:0	dv:f:0.0247
SRR29535114.988701	315	38	297	-	LF10_chr8	39140677	21872	22141	104	269	0	tp:A:P	cm:i:5	s1:i:97	s2:i:97	dv:f:0.0529
SRR29535114.989127	4579	1352	1525	+	LF10_chr1	50495432	50483308	50483482	112	176	34	tp:A:P	cm:i:9	s1:i:115	s2:i:91	dv:f:0.0133
SRR29535114.989204	33304	33163	33205	-	LF10_chr8	39140677	21791	21836	42	45	0	tp:A:P	cm:i:3	s1:i:41	s2:i:41	dv:f:0.0173
SRR29535114.989703	836	141	762	-	LF10_chr8	39140677	39102384	39103016	326	638	60	tp:A:P	cm:i:30	s1:i:337	s2:i:0	dv:f:0.0250
SRR29535114.989854	40863	12393	12643	-	LF10_chr1	50495432	7138	7390	109	253	60	tp:A:P	cm:i:9	s1:i:106	s2:i:66	dv:f:0.0251
SRR29535114.989889	1144	1075	1117	-	LF10_chr5	48825035	48791946	48791988	42	42	0	tp:A:P	cm:i:4	s1:i:42	s2:i:42	dv:f:0.0137
SRR29535114.990130	691	41	343	+	LF10_chr8	39140677	17416	17743	98	327	36	tp:A:P	cm:i:7	s1:i:84	s2:i:59	dv:f:0.0388
SRR29535114.990447	13388	7027	7096	+	LF10_chr3	45743229	45742093	45742164	63	71	23	tp:A:P	cm:i:4	s1:i:62	s2:i:0	dv:f:0.0260
SRR29535114.990455	28498	2407	2581	+	LF10_chr1	50495432	50483306	50483482	88	176	60	tp:A:P	cm:i:8	s1:i:90	s2:i:0	dv:f:0.0145
SRR29535114.990747	2103	53	2084	-	LF10_chr5	48825035	48811251	48813330	878	2084	60	tp:A:P	cm:i:63	s1:i:866	s2:i:107	dv:f:0.0285
SRR29535114.990927	31905	23256	23427	+	LF10_chr1	50495432	50483309	50483482	160	173	53	tp:A:P	cm:i:19	s1:i:161	s2:i:116	dv:f:0.0068
SRR29535114.990939	420	69	352	-	LF10_chr2	50269664	50263279	50263558	175	283	60	tp:A:P	cm:i:13	s1:i:173	s2:i:0	dv:f:0.0110
SRR29535114.990981	11362	11177	11267	-	LF10_chr5	48825035	48776441	48776531	90	90	34	tp:A:P	cm:i:8	s1:i:90	s2:i:0	dv:f:0.0077
SRR29535114.990981	11362	53	116	-	LF10_chr5	48825035	48775432	48775488	56	63	3	tp:A:P	cm:i:5	s1:i:54	s2:i:48	dv:f:0.0115
SRR29535114.991038	3881	1733	3837	-	LF10_chr5	48825035	48792483	48794583	825	2121	30	tp:A:P	cm:i:55	s1:i:791	s2:i:619	dv:f:0.0352
SRR29535114.991038	3881	86	1620	+	LF10_chr5	48825035	48786325	48787896	571	1574	15	tp:A:P	cm:i:27	s1:i:551	s2:i:485	dv:f:0.0372
SRR29535114.991098	7949	4864	5039	-	LF10_chr1	50495432	50483308	50483482	128	178	8	tp:A:P	cm:i:7	s1:i:136	s2:i:125	dv:f:0.0190
SRR29535114.991448	16686	14491	14649	+	LF10_chr1	50495432	50483327	50483482	138	158	24	tp:A:P	cm:i:11	s1:i:136	s2:i:117	dv:f:0.0114
SRR29535114.991543	3684	3132	3232	+	LF10_chr1	50495432	7187	7285	52	100	13	tp:A:P	cm:i:3	s1:i:55	s2:i:0	dv:f:0.0304
SRR29535114.991577	14497	4073	14473	+	LF10_chr2	50269664	807	11255	3989	10687	60	tp:A:P	cm:i:265	s1:i:3899	s2:i:277	dv:f:0.0273
SRR29535114.991577	14497	1631	2351	-	LF10_chr7	34875448	34874421	34875077	143	728	0	tp:A:P	cm:i:5	s1:i:125	s2:i:117	dv:f:0.0514
SRR29535114.991577	14497	1078	1818	+	LF10_chr2	50269664	241	947	120	760	3	tp:A:P	cm:i:4	s1:i:112	s2:i:98	dv:f:0.0543
SRR29535114.991577	14497	93	1120	+	LF10_chr8	39140677	13	1074	119	1061	35	tp:A:P	cm:i:3	s1:i:108	s2:i:0	dv:f:0.0634
SRR29535114.991577	14497	2289	2826	-	LF10_chr7	34875448	34874512	34875065	100	573	28	tp:A:P	cm:i:3	s1:i:86	s2:i:0	dv:f:0.0602
SRR29535114.991611	33220	7049	7224	+	LF10_chr1	50495432	50483307	50483482	164	176	36	tp:A:P	cm:i:22	s1:i:168	s2:i:137	dv:f:0.0060
SRR29535114.991625	1064	744	901	-	LF10_chr1	50495432	50483325	50483482	134	157	60	tp:A:P	cm:i:16	s1:i:130	s2:i:87	dv:f:0.0098
SRR29535114.991805	293	34	268	-	LF10_chr8	39140677	39122958	39123198	152	241	24	tp:A:P	cm:i:12	s1:i:149	s2:i:131	dv:f:0.0175
SRR29535114.992019	76538	28	37625	+	LF10_chr2	50269664	50231324	50269568	20766	38662	60	tp:A:P	cm:i:1765	s1:i:20360	s2:i:369	dv:f:0.0163
SRR29535114.992019	76538	37536	38091	+	LF10_chr3	45743229	45742337	45742844	116	555	6	tp:A:P	cm:i:5	s1:i:111	s2:i:100	dv:f:0.0536
SRR29535114.992019	76538	38448	38509	-	LF10_chr1	50495432	562	627	61	65	16	tp:A:P	cm:i:3	s1:i:60	s2:i:0	dv:f:0.0183
SRR29535114.992026	58297	19241	19386	-	LF10_chr1	50495432	7138	7285	78	147	53	tp:A:P	cm:i:6	s1:i:81	s2:i:0	dv:f:0.0147
SRR29535114.992097	28714	15926	16017	+	LF10_chr1	50495432	7122	7213	91	91	60	tp:A:P	cm:i:8	s1:i:91	s2:i:0	dv:f:0.0083
SRR29535114.992119	755	37	736	-	LF10_chr4	46604272	28433	29141	368	713	60	tp:A:P	cm:i:32	s1:i:357	s2:i:0	dv:f:0.0169
SRR29535114.992161	1156	396	658	+	LF10_chr1	50495432	7118	7390	134	273	60	tp:A:P	cm:i:8	s1:i:136	s2:i:60	dv:f:0.0330
SRR29535114.992207	762	188	296	-	LF10_chr1	50495432	50483289	50483398	91	109	18	tp:A:P	cm:i:7	s1:i:97	s2:i:83	dv:f:0.0093
SRR29535114.992447	475	38	469	-	LF10_chr1	50495432	50486574	50487013	382	441	60	tp:A:P	cm:i:37	s1:i:381	s2:i:0	dv:f:0.0042
SRR29535114.992612	404	128	249	+	LF10_chr1	50495432	7164	7285	59	121	29	tp:A:P	cm:i:5	s1:i:62	s2:i:0	dv:f:0.0211
SRR29535114.992623	9548	61	9485	-	LF10_chr1	50495432	15258	24754	7227	9566	60	tp:A:P	cm:i:705	s1:i:7217	s2:i:0	dv:f:0.0078
SRR29535114.992731	25050	17254	19870	+	LF10_chr8	39140677	26997	29692	115	2695	0	tp:A:P	cm:i:4	s1:i:98	s2:i:92	dv:f:0.1141
SRR29535114.992743	375	117	160	+	LF10_chr1	50495432	50483439	50483482	43	43	4	tp:A:P	cm:i:4	s1:i:43	s2:i:0	dv:f:0.0160
SRR29535114.992965	5985	62	5912	+	LF10_chr1	50495432	2115	8064	2604	5990	60	tp:A:P	cm:i:181	s1:i:2538	s2:i:497	dv:f:0.0285
SRR29535114.992985	652	90	176	+	LF10_chr1	50495432	50483308	50483394	65	86	21	tp:A:P	cm:i:3	s1:i:69	s2:i:0	dv:f:0.0258
SRR29535114.993109	325	62	282	+	LF10_chr5	48825035	48796016	48796251	151	235	28	tp:A:P	cm:i:8	s1:i:154	s2:i:115	dv:f:0.0201
SRR29535114.993165	1084	766	876	+	LF10_chr1	50495432	50483367	50483482	80	116	60	tp:A:P	cm:i:8	s1:i:76	s2:i:0	dv:f:0.0122
SRR29535114.993247	10830	10279	10460	+	LF10_chr1	50495432	50483308	50483482	83	181	8	tp:A:P	cm:i:5	s1:i:84	s2:i:76	dv:f:0.0345
SRR29535114.993354	470	114	437	+	LF10_chr4	46604272	16550	16875	255	327	60	tp:A:P	cm:i:20	s1:i:252	s2:i:0	dv:f:0.0142
SRR29535114.993356	3184	46	3144	+	LF10_chr8	39140677	14256	17381	2090	3145	60	tp:A:P	cm:i:207	s1:i:2073	s2:i:47	dv:f:0.0095
SRR29535114.993724	235	141	181	-	LF10_chr3	45743229	45742124	45742164	40	40	0	tp:A:P	cm:i:3	s1:i:40	s2:i:0	dv:f:0.0213
SRR29535114.994034	5812	213	383	+	LF10_chr1	50495432	7114	7285	115	171	60	tp:A:P	cm:i:10	s1:i:123	s2:i:0	dv:f:0.0152
SRR29535114.994223	8017	2781	2894	+	LF10_chr1	50495432	50483367	50483482	88	115	60	tp:A:P	cm:i:8	s1:i:88	s2:i:0	dv:f:0.0144
SRR29535114.994344	4282	1740	1790	+	LF10_chr1	50495432	7163	7213	50	50	12	tp:A:P	cm:i:4	s1:i:50	s2:i:0	dv:f:0.0150
SRR29535114.994384	2501	1582	1750	-	LF10_chr1	50495432	7113	7285	110	172	60	tp:A:P	cm:i:12	s1:i:112	s2:i:0	dv:f:0.0084
SRR29535114.994569	30097	5090	5203	+	LF10_chr1	50495432	7171	7285	62	114	20	tp:A:P	cm:i:3	s1:i:67	s2:i:0	dv:f:0.0309
